Date,Symbol,Open,High,Low,Close,Volume
2022-01-03,AAA,100.0,100.25831342314667,99.80787320486701,100.21859533164007,72572
2022-01-04,AAA,100.21859533164007,100.32731097708576,99.05437783219521,99.44340042813376,54958
2022-01-05,AAA,99.44340042813376,101.09893870870225,99.06588698596698,100.88594772007704,133204
2022-01-06,AAA,100.88594772007704,101.68308777887684,100.81972870696978,100.97875166327168,294756
2022-01-07,AAA,100.97875166327168,101.20058199335683,98.96004337401904,99.12188730671238,56630
2022-01-10,AAA,99.12188730671238,100.07566261735256,99.08366551158635,99.76364780748156,212438
2022-01-11,AAA,99.76364780748156,102.04165474689289,99.65844402698093,101.83842760808943,127189
2022-01-12,AAA,101.83842760808943,102.24012895757198,101.55682641907553,102.01259010506872,234615
2022-01-13,AAA,102.01259010506872,102.07997812968979,101.03583436523093,101.34278692658565,261200
2022-01-14,AAA,101.34278692658565,101.50721932313265,101.0660190002264,101.13114516886642,166676
2022-01-17,AAA,101.13114516886642,101.90005748097265,101.09182124325189,101.70057324782164,71884
2022-01-18,AAA,101.70057324782164,104.40218914358546,101.23867250058824,104.00932547342252,330213
2022-01-19,AAA,104.00932547342252,106.38906803370736,103.92680791823793,106.14028219604737,148452
2022-01-20,AAA,106.14028219604737,109.13147071727946,105.56660409554188,108.49344518268047,317082
2022-01-21,AAA,108.49344518268047,110.7848450803222,108.10016122879632,110.66619528936646,287506
2022-01-24,AAA,110.66619528936646,112.22121335433685,110.53501532414074,111.78913889846925,312945
2022-01-25,AAA,111.78913889846925,112.7784922502755,111.39202431489528,112.54348702445716,280102
2022-01-26,AAA,112.54348702445716,112.93844778194301,111.25688568242536,111.84048090195631,65606
2022-01-27,AAA,111.84048090195631,111.95085726663923,110.9559523236139,111.04208963092574,317119
2022-01-28,AAA,111.04208963092574,113.4898652690537,110.30804260591755,113.27463690390582,109854
2022-01-31,AAA,113.27463690390582,113.62960667806621,112.93346675499882,113.39702274249356,192263
2022-02-01,AAA,113.39702274249356,116.99181207161568,113.17197681808983,116.53020180938266,336377
2022-02-02,AAA,116.53020180938266,118.21697903206774,115.83018417376128,118.1995843271773,176072
2022-02-03,AAA,118.1995843271773,118.33346787530421,116.72903482310669,117.11239502858827,208793
2022-02-04,AAA,117.11239502858827,117.3338820272005,114.7027128154061,114.90304598160593,89708
2022-02-07,AAA,114.90304598160593,115.48529675543395,113.53894577512192,113.63691933643352,268704
2022-02-08,AAA,113.63691933643352,116.50574397951613,113.38618516973794,116.3546740110196,158096
2022-02-09,AAA,116.3546740110196,118.24688529212438,116.15028696465482,118.18979622493762,94629
2022-02-10,AAA,118.18979622493762,118.68673239075629,115.67277227531267,115.84747589331124,91896
2022-02-11,AAA,115.84747589331124,116.22086326435397,115.29397096523626,115.59673342820084,327059
2022-02-14,AAA,115.59673342820084,115.844018455703,113.199980811302,113.4112720855755,104981
2022-02-15,AAA,113.4112720855755,114.3016756328459,113.37409143706326,114.10257548052898,234311
2022-02-16,AAA,114.10257548052898,114.17176079957761,113.76981828641405,114.0072401665291,130378
2022-02-17,AAA,114.0072401665291,116.72518356469254,113.71866526972644,116.47147591892958,69824
2022-02-18,AAA,116.47147591892958,118.82160448047306,116.17654264977351,118.54151876857728,278449
2022-02-21,AAA,118.54151876857728,118.58954412235921,115.77221846335063,116.04010213567364,127659
2022-02-22,AAA,116.04010213567364,116.13007480043802,113.4047285898854,113.59848766434608,279249
